"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2011","Slovenia","Business enterprise sector","Euro per inhabitant","322.2","b"
"2011","Slovenia","Business enterprise sector","Million units of national currency","660.484","b"
"2011","Slovenia","Business enterprise sector","Million purchasing power standards (PPS)","798.36","b"
"2011","Slovenia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","799.046","b"
"2011","Slovenia","Government sector","Million euro","127.831","b"
"2011","Slovenia","Government sector","Euro per inhabitant","62.4","b"
"2011","Slovenia","Government sector","Million units of national currency","127.831","b"
"2011","Slovenia","Government sector","Million purchasing power standards (PPS)","154.516","b"
"2011","Slovenia","Government sector","Million purchasing power standards (PPS) at 2005 prices","154.649","b"
"2011","Slovenia","Higher education sector","Million euro","105.429","b"
"2011","Slovenia","Higher education sector","Euro per inhabitant","51.4","b"
"2011","Slovenia","Higher education sector","Million units of national currency","105.429","b"
"2011","Slovenia","Higher education sector","Million purchasing power standards (PPS)","127.438","b"
"2011","Slovenia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","127.547","b"
"2011","Slovenia","Private non-profit sector","Million euro","0.469","b"
"2011","Slovenia","Private non-profit sector","Euro per inhabitant","0.2","b"
"2011","Slovenia","Private non-profit sector","Million units of national currency","0.469","b"
"2011","Slovenia","Private non-profit sector","Million purchasing power standards (PPS)","0.567","b"
"2011","Slovenia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.567","b"
"2011","Slovakia","All sectors","Million euro","468.439",""
"2011","Slovakia","All sectors","Euro per inhabitant","86.9",""
"2011","Slovakia","All sectors","Million units of national currency","468.439",""
"2011","Slovakia","All sectors","Million purchasing power standards (PPS)","697.705",""
"2011","Slovakia","All sectors","Million purchasing power standards (PPS) at 2005 prices","652.338",""
"2011","Slovakia","Business enterprise sector","Million euro","174.145",""
"2011","Slovakia","Business enterprise sector","Euro per inhabitant","32.3",""
"2011","Slovakia","Business enterprise sector","Million units of national currency","174.145",""
"2011","Slovakia","Business enterprise sector","Million purchasing power standards (PPS)","259.376",""
"2011","Slovakia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","242.51",""
"2011","Slovakia","Government sector","Million euro","129.575","d"
"2011","Slovakia","Government sector","Euro per inhabitant","24","d"
"2011","Slovakia","Government sector","Million units of national currency","129.575","d"
"2011","Slovakia","Government sector","Million purchasing power standards (PPS)","192.992","d"
"2011","Slovakia","Government sector","Million purchasing power standards (PPS) at 2005 prices","180.443","d"
"2011","Slovakia","Higher education sector","Million euro","163.712",""
"2011","Slovakia","Higher education sector","Euro per inhabitant","30.4",""
"2011","Slovakia","Higher education sector","Million units of national currency","163.712",""
"2011","Slovakia","Higher education sector","Million purchasing power standards (PPS)","243.837",""
"2011","Slovakia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","227.982",""
"2011","Slovakia","Private non-profit sector","Million euro","1.007",""
"2011","Slovakia","Private non-profit sector","Euro per inhabitant","0.2",""
"2011","Slovakia","Private non-profit sector","Million units of national currency","1.007",""
"2011","Slovakia","Private non-profit sector","Million purchasing power standards (PPS)","1.499",""
"2011","Slovakia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","1.402",""
"2011","Finland","All sectors","Million euro","7 163.692",""
"2011","Finland","All sectors","Euro per inhabitant","1 332.7",""
"2011","Finland","All sectors","Million units of national currency","7 163.692",""
"2011","Finland","All sectors","Million purchasing power standards (PPS)","6 016.37",""
"2011","Finland","All sectors","Million purchasing power standards (PPS) at 2005 prices","5 544.079",""
"2011","Finland","Business enterprise sector","Million euro","5 047.428",""
"2011","Finland","Business enterprise sector","Euro per inhabitant","939",""
"2011","Finland","Business enterprise sector","Million units of national currency","5 047.428",""
"2011","Finland","Business enterprise sector","Million purchasing power standards (PPS)","4 239.043",""
"2011","Finland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","3 906.274",""
"2011","Finland","Government sector","Million euro","633.712",""
"2011","Finland","Government sector","Euro per inhabitant","117.9",""
"2011","Finland","Government sector","Million units of national currency","633.712",""
"2011","Finland","Government sector","Million purchasing power standards (PPS)","532.218",""
"2011","Finland","Government sector","Million purchasing power standards (PPS) at 2005 prices","490.438",""
"2011","Finland","Higher education sector","Million euro","1 431.841",""
"2011","Finland","Higher education sector","Euro per inhabitant","266.4",""
"2011","Finland","Higher education sector","Million units of national currency","1 431.841",""
"2011","Finland","Higher education sector","Million purchasing power standards (PPS)","1 202.52",""
"2011","Finland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1 108.121",""
"2011","Finland","Private non-profit sector","Million euro","50.711",""
"2011","Finland","Private non-profit sector","Euro per inhabitant","9.4",""
"2011","Finland","Private non-profit sector","Million units of national currency","50.711",""
"2011","Finland","Private non-profit sector","Million purchasing power standards (PPS)","42.589",""
"2011","Finland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","39.246",""
"2011","Sweden","All sectors","Million euro","13 157.434",""
"2011","Sweden","All sectors","Euro per inhabitant","1 397.4",""
"2011","Sweden","All sectors","Million units of national currency","118 809",""
"2011","Sweden","All sectors","Million purchasing power standards (PPS)","10 132.532",""
"2011","Sweden","All sectors","Million purchasing power standards (PPS) at 2005 prices","9 405.205",""
"2011","Sweden","Business enterprise sector","Million euro","9 088.352",""
"2011","Sweden","Business enterprise sector","Euro per inhabitant","965.2",""
"2011","Sweden","Business enterprise sector","Million units of national currency","82 066",""
"2011","Sweden","Business enterprise sector","Million purchasing power standards (PPS)","6 998.934",""
"2011","Sweden","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6 496.541",""
"2011","Sweden","Government sector","Million euro","566.901",""
"2011","Sweden","Government sector","Euro per inhabitant","60.2",""
"2011","Sweden","Government sector","Million units of national currency","5 119",""
"2011","Sweden","Government sector","Million purchasing power standards (PPS)","436.57",""
"2011","Sweden","Government sector","Million purchasing power standards (PPS) at 2005 prices","405.232",""
"2011","Sweden","Higher education sector","Million euro","3 460.431",""
"2011","Sweden","Higher education sector","Euro per inhabitant","367.5",""
"2011","Sweden","Higher education sector","Million units of national currency","31 247",""
"2011","Sweden","Higher education sector","Million purchasing power standards (PPS)","2 664.876",""
"2011","Sweden","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2 473.588",""
"2011","Sweden","Private non-profit sector","Million euro","41.861","b"
"2011","Sweden","Private non-profit sector","Euro per inhabitant","4.4","b"
"2011","Sweden","Private non-profit sector","Million units of national currency","378","b"
"2011","Sweden","Private non-profit sector","Million purchasing power standards (PPS)","32.237","b"
"2011","Sweden","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","29.923","b"
"2011","United Kingdom","All sectors","Million euro","31 547.068","b"
"2011","United Kingdom","All sectors","Euro per inhabitant","500.6","b"
"2011","United Kingdom","All sectors","Million units of national currency","27 379.7","b"
"2011","United Kingdom","All sectors","Million purchasing power standards (PPS)","29 248.691","b"
"2011","United Kingdom","All sectors","Million purchasing power standards (PPS) at 2005 prices","28 801.476","b"
"2011","United Kingdom","Business enterprise sector","Million euro","20 057.841","b"
"2011","United Kingdom","Business enterprise sector","Euro per inhabitant","318.3","b"
"2011","United Kingdom","Business enterprise sector","Million units of national currency","17 408.2","b"
"2011","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS)","18 596.518","b"
"2011","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","18 312.175","b"
"2011","United Kingdom","Government sector","Million euro","2 706.303",""
"2011","United Kingdom","Government sector","Euro per inhabitant","42.9",""
"2011","United Kingdom","Government sector","Million units of national currency","2 348.8",""
"2011","United Kingdom","Government sector","Million purchasing power standards (PPS)","2 509.134",""
"2011","United Kingdom","Government sector","Million purchasing power standards (PPS) at 2005 prices","2 470.769",""
"2011","United Kingdom","Higher education sector","Million euro","8 211.315",""
"2011","United Kingdom","Higher education sector","Euro per inhabitant","130.3",""
"2011","United Kingdom","Higher education sector","Million units of national currency","7 126.6",""
"2011","United Kingdom","Higher education sector","Million purchasing power standards (PPS)","7 613.076",""
"2011","United Kingdom","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","7 496.671",""
"2011","United Kingdom","Private non-profit sector","Million euro","571.61",""
"2011","United Kingdom","Private non-profit sector","Euro per inhabitant","9.1",""
"2011","United Kingdom","Private non-profit sector","Million units of national currency","496.1",""
"2011","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS)","529.965",""
"2011","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","521.862",""
"2011","Iceland","All sectors","Million euro","262.823","be"
"2011","Iceland","All sectors","Euro per inhabitant","825.3","be"
"2011","Iceland","All sectors","Million units of national currency","42 424.9","be"
"2011","Iceland","All sectors","Million purchasing power standards (PPS)","236.766","be"
"2011","Iceland","All sectors","Million purchasing power standards (PPS) at 2005 prices","247.924","be"
"2011","Iceland","Business enterprise sector","Million euro","139.656","be"
"2011","Iceland","Business enterprise sector","Euro per inhabitant","438.5","be"
"2011","Iceland","Business enterprise sector","Million units of national currency","22 543.2","be"
"2011","Iceland","Business enterprise sector","Million purchasing power standards (PPS)","125.81","be"
"2011","Iceland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","131.739","be"
"2011","Iceland","Government sector","Million euro","46.628","be"
"2011","Iceland","Government sector","Euro per inhabitant","146.4","be"
"2011","Iceland","Government sector","Million units of national currency","7 526.717","be"
"2011","Iceland","Government sector","Million purchasing power standards (PPS)","42.005","be"
"2011","Iceland","Government sector","Million purchasing power standards (PPS) at 2005 prices","43.985","be"
"2011","Iceland","Higher education sector","Million euro","69.308","b"
"2011","Iceland","Higher education sector","Euro per inhabitant","217.6","b"
"2011","Iceland","Higher education sector","Million units of national currency","11 187.65","b"
"2011","Iceland","Higher education sector","Million purchasing power standards (PPS)","62.436","b"
"2011","Iceland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","65.379","b"
"2011","Iceland","Private non-profit sector","Million euro","7.232","be"
"2011","Iceland","Private non-profit sector","Euro per inhabitant","22.7","be"
"2011","Iceland","Private non-profit sector","Million units of national currency","1 167.328","be"
"2011","Iceland","Private non-profit sector","Million purchasing power standards (PPS)","6.515","be"
"2011","Iceland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","6.822","be"
"2011","Norway","All sectors","Million euro","5 830.626",""
"2011","Norway","All sectors","Euro per inhabitant","1 185",""
"2011","Norway","All sectors","Million units of national currency","45 440.4",""
"2011","Norway","All sectors","Million purchasing power standards (PPS)","3 773.493",""
"2011","Norway","All sectors","Million purchasing power standards (PPS) at 2005 prices","3 230.651",""
"2011","Norway","Business enterprise sector","Million euro","3 042.254",""
"2011","Norway","Business enterprise sector","Euro per inhabitant","618.3",""
"2011","Norway","Business enterprise sector","Million units of national currency","23 709.5",""
"2011","Norway","Business enterprise sector","Million purchasing power standards (PPS)","1 968.901",""
"2011","Norway","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1 685.661",""
"2011","Norway","Government sector","Million euro","958.696",""
"2011","Norway","Government sector","Euro per inhabitant","194.8",""
"2011","Norway","Government sector","Million units of national currency","7 471.5",""
"2011","Norway","Government sector","Million purchasing power standards (PPS)","620.453",""
"2011","Norway","Government sector","Million purchasing power standards (PPS) at 2005 prices","531.197",""
"2011","Norway","Higher education sector","Million euro","1 829.676",""
"2011","Norway","Higher education sector","Euro per inhabitant","371.9",""
"2011","Norway","Higher education sector","Million units of national currency","14 259.4",""
"2011","Norway","Higher education sector","Million purchasing power standards (PPS)","1 184.139",""
"2011","Norway","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1 013.793",""
"2011","Norway","Private non-profit sector","Million euro",":",""
"2011","Norway","Private non-profit sector","Euro per inhabitant",":",""
"2011","Norway","Private non-profit sector","Million units of national currency",":",""
"2011","Norway","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Norway","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Switzerland","All sectors","Million euro",":",""
"2011","Switzerland","All sectors","Euro per inhabitant",":",""
"2011","Switzerland","All sectors","Million units of national currency",":",""
"2011","Switzerland","All sectors","Million purchasing power standards (PPS)",":",""
"2011","Switzerland","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Switzerland","Business enterprise sector","Million euro",":",""
"2011","Switzerland","Business enterprise sector","Euro per inhabitant",":",""
"2011","Switzerland","Business enterprise sector","Million units of national currency",":",""
"2011","Switzerland","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2011","Switzerland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Switzerland","Government sector","Million euro",":",""
"2011","Switzerland","Government sector","Euro per inhabitant",":",""
"2011","Switzerland","Government sector","Million units of national currency",":",""
"2011","Switzerland","Government sector","Million purchasing power standards (PPS)",":",""
"2011","Switzerland","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Switzerland","Higher education sector","Million euro",":",""
"2011","Switzerland","Higher education sector","Euro per inhabitant",":",""
"2011","Switzerland","Higher education sector","Million units of national currency",":",""
"2011","Switzerland","Higher education sector","Million purchasing power standards (PPS)",":",""
"2011","Switzerland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Switzerland","Private non-profit sector","Million euro",":",""
"2011","Switzerland","Private non-profit sector","Euro per inhabitant",":",""
"2011","Switzerland","Private non-profit sector","Million units of national currency",":",""
"2011","Switzerland","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Switzerland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Montenegro","All sectors","Million euro","10.279",""
"2011","Montenegro","All sectors","Euro per inhabitant","16.6",""
"2011","Montenegro","All sectors","Million units of national currency","10.279",""
"2011","Montenegro","All sectors","Million purchasing power standards (PPS)","21.313",""
"2011","Montenegro","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Montenegro","Business enterprise sector","Million euro","2.946",""
"2011","Montenegro","Business enterprise sector","Euro per inhabitant","4.8",""
"2011","Montenegro","Business enterprise sector","Million units of national currency","2.946",""
"2011","Montenegro","Business enterprise sector","Million purchasing power standards (PPS)","6.108",""
"2011","Montenegro","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Montenegro","Government sector","Million euro","2.534","d"
"2011","Montenegro","Government sector","Euro per inhabitant","4.1","d"
"2011","Montenegro","Government sector","Million units of national currency","2.534","d"
"2011","Montenegro","Government sector","Million purchasing power standards (PPS)","5.254","d"
"2011","Montenegro","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Montenegro","Higher education sector","Million euro","4.554","d"
"2011","Montenegro","Higher education sector","Euro per inhabitant","7.3","d"
"2011","Montenegro","Higher education sector","Million units of national currency","4.554","d"
"2011","Montenegro","Higher education sector","Million purchasing power standards (PPS)","9.442","d"
"2011","Montenegro","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Montenegro","Private non-profit sector","Million euro","0.245",""
"2011","Montenegro","Private non-profit sector","Euro per inhabitant","0.4",""
"2011","Montenegro","Private non-profit sector","Million units of national currency","0.245",""
"2011","Montenegro","Private non-profit sector","Million purchasing power standards (PPS)","0.508",""
"2011","Montenegro","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Former Yugoslav Republic of Macedonia, the","All sectors","Million euro",":",""
"2011","Former Yugoslav Republic of Macedonia, the","All sectors","Euro per inhabitant",":",""
"2011","Former Yugoslav Republic of Macedonia, the","All sectors","Million units of national currency",":",""
"2011","Former Yugoslav Republic of Macedonia, the","All sectors","Million purchasing power standards (PPS)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million euro",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Euro per inhabitant",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million units of national currency",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Government sector","Million euro",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Government sector","Euro per inhabitant",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Government sector","Million units of national currency",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Government sector","Million purchasing power standards (PPS)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million euro",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Higher education sector","Euro per inhabitant",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million units of national currency",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million purchasing power standards (PPS)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million euro",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Euro per inhabitant",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million units of national currency",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Serbia","All sectors","Million euro","242.118",""
"2011","Serbia","All sectors","Euro per inhabitant","33.4",""
"2011","Serbia","All sectors","Million units of national currency","24 683.992",""
"2011","Serbia","All sectors","Million purchasing power standards (PPS)","512.56",""
"2011","Serbia","All sectors","Million purchasing power standards (PPS) at 2005 prices","461.239",""
"2011","Serbia","Business enterprise sector","Million euro","22.722",""
"2011","Serbia","Business enterprise sector","Euro per inhabitant","3.1",""
"2011","Serbia","Business enterprise sector","Million units of national currency","2 316.558",""
"2011","Serbia","Business enterprise sector","Million purchasing power standards (PPS)","48.103",""
"2011","Serbia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","43.287",""
"2011","Serbia","Government sector","Million euro","81.775",""
"2011","Serbia","Government sector","Euro per inhabitant","11.3",""
"2011","Serbia","Government sector","Million units of national currency","8 336.924",""
"2011","Serbia","Government sector","Million purchasing power standards (PPS)","173.115",""
"2011","Serbia","Government sector","Million purchasing power standards (PPS) at 2005 prices","155.782",""
"2011","Serbia","Higher education sector","Million euro","137.312",""
"2011","Serbia","Higher education sector","Euro per inhabitant","18.9",""
"2011","Serbia","Higher education sector","Million units of national currency","13 999.017",""
"2011","Serbia","Higher education sector","Million purchasing power standards (PPS)","290.688",""
"2011","Serbia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","261.582",""
"2011","Serbia","Private non-profit sector","Million euro","0.309",""
"2011","Serbia","Private non-profit sector","Euro per inhabitant","0",""
"2011","Serbia","Private non-profit sector","Million units of national currency","31.493",""
"2011","Serbia","Private non-profit sector","Million purchasing power standards (PPS)","0.654",""
"2011","Serbia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.589",""
"2011","Turkey","All sectors","Million euro","4 771.216",""
"2011","Turkey","All sectors","Euro per inhabitant","64.7",""
"2011","Turkey","All sectors","Million units of national currency","11 154.15",""
"2011","Turkey","All sectors","Million purchasing power standards (PPS)","8 707.377",""
"2011","Turkey","All sectors","Million purchasing power standards (PPS) at 2005 prices","7 150.102",""
"2011","Turkey","Business enterprise sector","Million euro","2 060.601",""
"2011","Turkey","Business enterprise sector","Euro per inhabitant","28",""
"2011","Turkey","Business enterprise sector","Million units of national currency","4 817.273",""
"2011","Turkey","Business enterprise sector","Million purchasing power standards (PPS)","3 760.556",""
"2011","Turkey","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","3 087.998",""
"2011","Turkey","Government sector","Million euro","540.467",""
"2011","Turkey","Government sector","Euro per inhabitant","7.3",""
"2011","Turkey","Government sector","Million units of national currency","1 263.504",""
"2011","Turkey","Government sector","Million purchasing power standards (PPS)","986.342",""
"2011","Turkey","Government sector","Million purchasing power standards (PPS) at 2005 prices","809.939",""
"2011","Turkey","Higher education sector","Million euro","2 170.149",""
"2011","Turkey","Higher education sector","Euro per inhabitant","29.4",""
"2011","Turkey","Higher education sector","Million units of national currency","5 073.374",""
"2011","Turkey","Higher education sector","Million purchasing power standards (PPS)","3 960.479",""
"2011","Turkey","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3 252.165",""
"2011","Turkey","Private non-profit sector","Million euro",":",""
"2011","Turkey","Private non-profit sector","Euro per inhabitant",":",""
"2011","Turkey","Private non-profit sector","Million units of national currency",":",""
"2011","Turkey","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Turkey","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Bosnia and Herzegovina","All sectors","Million euro",":",""
"2011","Bosnia and Herzegovina","All sectors","Euro per inhabitant",":",""
"2011","Bosnia and Herzegovina","All sectors","Million units of national currency",":",""
"2011","Bosnia and Herzegovina","All sectors","Million purchasing power standards (PPS)",":",""
"2011","Bosnia and Herzegovina","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Bosnia and Herzegovina","Business enterprise sector","Million euro",":",""
"2011","Bosnia and Herzegovina","Business enterprise sector","Euro per inhabitant",":",""
"2011","Bosnia and Herzegovina","Business enterprise sector","Million units of national currency",":",""
"2011","Bosnia and Herzegovina","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2011","Bosnia and Herzegovina","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Bosnia and Herzegovina","Government sector","Million euro",":",""
"2011","Bosnia and Herzegovina","Government sector","Euro per inhabitant",":",""
"2011","Bosnia and Herzegovina","Government sector","Million units of national currency",":",""
"2011","Bosnia and Herzegovina","Government sector","Million purchasing power standards (PPS)",":",""
"2011","Bosnia and Herzegovina","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Bosnia and Herzegovina","Higher education sector","Million euro",":",""
"2011","Bosnia and Herzegovina","Higher education sector","Euro per inhabitant",":",""
"2011","Bosnia and Herzegovina","Higher education sector","Million units of national currency",":",""
"2011","Bosnia and Herzegovina","Higher education sector","Million purchasing power standards (PPS)",":",""
"2011","Bosnia and Herzegovina","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Bosnia and Herzegovina","Private non-profit sector","Million euro",":",""
"2011","Bosnia and Herzegovina","Private non-profit sector","Euro per inhabitant",":",""
"2011","Bosnia and Herzegovina","Private non-profit sector","Million units of national currency",":",""
"2011","Bosnia and Herzegovina","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2011","Bosnia and Herzegovina","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2011","Russia","All sectors","Million euro","14 930.48",""
"2011","Russia","All sectors","Euro per inhabitant","104.5",""
"2011","Russia","All sectors","Million units of national currency","610 426.7",""
"2011","Russia","All sectors","Million purchasing power standards (PPS)","26 547.563",""
"2011","Russia","All sectors","Million purchasing power standards (PPS) at 2005 prices","26 219.597",""
"2011","Russia","Business enterprise sector","Million euro","9 100.955",""
"2011","Russia","Business enterprise sector","Euro per inhabitant","63.7",""
"2011","Russia","Business enterprise sector","Million units of national currency","372 088.9",""
"2011","Russia","Business enterprise sector","Million purchasing power standards (PPS)","16 182.211",""
"2011","Russia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","15 982.297",""
"2011","Russia","Government sector","Million euro","4 454.863",""
"2011","Russia","Government sector","Euro per inhabitant","31.2",""
"2011","Russia","Government sector","Million units of national currency","182 135.3",""
"2011","Russia","Government sector","Million purchasing power standards (PPS)","7 921.096",""
"2011","Russia","Government sector","Million purchasing power standards (PPS) at 2005 prices","7 823.239",""
"2011","Russia","Higher education sector","Million euro","1 348.549",""
"2011","Russia","Higher education sector","Euro per inhabitant","9.4",""
"2011","Russia","Higher education sector","Million units of national currency","55 134.9",""
"2011","Russia","Higher education sector","Million purchasing power standards (PPS)","2 397.826",""
"2011","Russia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2 368.204",""
"2011","Russia","Private non-profit sector","Million euro","26.113",""
"2011","Russia","Private non-profit sector","Euro per inhabitant","0.2",""
"2011","Russia","Private non-profit sector","Million units of national currency","1 067.6",""
"2011","Russia","Private non-profit sector","Million purchasing power standards (PPS)","46.43",""
"2011","Russia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","45.857",""
"2011","United States","All sectors","Million euro","308 758.621","d"
"2011","United States","All sectors","Euro per inhabitant","989.1","d"
"2011","United States","All sectors","Million units of national currency","429 792","d"
"2011","United States","All sectors","Million purchasing power standards (PPS)","324 175.592","d"
"2011","United States","All sectors","Million purchasing power standards (PPS) at 2005 prices","325 188.886","d"
"2011","United States","Business enterprise sector","Million euro","211 272.989","d"
"2011","United States","Business enterprise sector","Euro per inhabitant","676.8","d"
"2011","United States","Business enterprise sector","Million units of national currency","294 092","d"
"2011","United States","Business enterprise sector","Million purchasing power standards (PPS)","221 822.296","d"
"2011","United States","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","222 515.658","d"
"2011","United States","Government sector","Million euro","39 492.816",""
"2011","United States","Government sector","Euro per inhabitant","126.5",""
"2011","United States","Government sector","Million units of national currency","54 974",""
"2011","United States","Government sector","Million purchasing power standards (PPS)","41 464.776",""
"2011","United States","Government sector","Million purchasing power standards (PPS) at 2005 prices","41 594.385",""
"2011","United States","Higher education sector","Million euro","44 852.73","d"
"2011","United States","Higher education sector","Euro per inhabitant","143.7","d"
"2011","United States","Higher education sector","Million units of national currency","62 435","d"
"2011","United States","Higher education sector","Million purchasing power standards (PPS)","47 092.322","d"
"2011","United States","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","47 239.521","d"
"2011","United States","Private non-profit sector","Million euro","13 140.086","de"
"2011","United States","Private non-profit sector","Euro per inhabitant","42.1","de"
"2011","United States","Private non-profit sector","Million units of national currency","18 291","de"
"2011","United States","Private non-profit sector","Million purchasing power standards (PPS)","13 796.199","de"
"2011","United States","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","13 839.322","de"
"2011","China except Hong Kong","All sectors","Million euro","96 565.243",""
"2011","China except Hong Kong","All sectors","Euro per inhabitant","71.7",""
"2011","China except Hong Kong","All sectors","Million units of national currency","868 700.93",""
"2011","China except Hong Kong","All sectors","Million purchasing power standards (PPS)","186 917.898",""
"2011","China except Hong Kong","All sectors","Million purchasing power standards (PPS) at 2005 prices","184 630.809",""
"2011","China except Hong Kong","Business enterprise sector","Million euro","73 136.212",""
"2011","China except Hong Kong","Business enterprise sector","Euro per inhabitant","54.3",""
"2011","China except Hong Kong","Business enterprise sector","Million units of national currency","657 933.36",""
"2011","China except Hong Kong","Business enterprise sector","Million purchasing power standards (PPS)","141 567.157",""
"2011","China except Hong Kong","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","139 834.97",""
"2011","China except Hong Kong","Government sector","Million euro","15 771.727",""
"2011","China except Hong Kong","Government sector","Euro per inhabitant","11.7",""
"2011","China except Hong Kong","Government sector","Million units of national currency","141 882.46",""
"2011","China except Hong Kong","Government sector","Million purchasing power standards (PPS)","30 528.77",""
"2011","China except Hong Kong","Government sector","Million purchasing power standards (PPS) at 2005 prices","30 155.227",""
"2011","China except Hong Kong","Higher education sector","Million euro","7 657.304",""
"2011","China except Hong Kong","Higher education sector","Euro per inhabitant","5.7",""
"2011","China except Hong Kong","Higher education sector","Million units of national currency","68 885.11",""
