"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2012","Estonia","Total R&D appropriations","Euro per inhabitant","110","e"
"2012","Estonia","Total R&D appropriations","Million units of national currency","145.83","e"
"2012","Estonia","Total R&D appropriations","Million purchasing power standards (PPS)","211.44","e"
"2012","Estonia","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","170.04","e"
"2012","Ireland","Exploration and exploitation of the earth","Million euro","2.1",""
"2012","Ireland","Exploration and exploitation of the earth","Euro per inhabitant","0.5",""
"2012","Ireland","Exploration and exploitation of the earth","Million units of national currency","2.1",""
"2012","Ireland","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","1.928",""
"2012","Ireland","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","1.824",""
"2012","Ireland","Environment","Million euro","9.7",""
"2012","Ireland","Environment","Euro per inhabitant","2.1",""
"2012","Ireland","Environment","Million units of national currency","9.7",""
"2012","Ireland","Environment","Million purchasing power standards (PPS)","8.904",""
"2012","Ireland","Environment","Million purchasing power standards (PPS) at 2005 prices","8.425",""
"2012","Ireland","Exploration and exploitation of space","Million euro","14.7",""
"2012","Ireland","Exploration and exploitation of space","Euro per inhabitant","3.2",""
"2012","Ireland","Exploration and exploitation of space","Million units of national currency","14.7",""
"2012","Ireland","Exploration and exploitation of space","Million purchasing power standards (PPS)","13.494",""
"2012","Ireland","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","12.768",""
"2012","Ireland","Transport, telecommunication and other infrastructures","Million euro","5.3",""
"2012","Ireland","Transport, telecommunication and other infrastructures","Euro per inhabitant","1.2",""
"2012","Ireland","Transport, telecommunication and other infrastructures","Million units of national currency","5.3",""
"2012","Ireland","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","4.865",""
"2012","Ireland","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","4.604",""
"2012","Ireland","Energy","Million euro","4.2",""
"2012","Ireland","Energy","Euro per inhabitant","0.9",""
"2012","Ireland","Energy","Million units of national currency","4.2",""
"2012","Ireland","Energy","Million purchasing power standards (PPS)","3.855",""
"2012","Ireland","Energy","Million purchasing power standards (PPS) at 2005 prices","3.648",""
"2012","Ireland","Industrial production and technology","Million euro","143.8",""
"2012","Ireland","Industrial production and technology","Euro per inhabitant","31.4",""
"2012","Ireland","Industrial production and technology","Million units of national currency","143.8",""
"2012","Ireland","Industrial production and technology","Million purchasing power standards (PPS)","131.999",""
"2012","Ireland","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","124.901",""
"2012","Ireland","Health","Million euro","38.6",""
"2012","Ireland","Health","Euro per inhabitant","8.4",""
"2012","Ireland","Health","Million units of national currency","38.6",""
"2012","Ireland","Health","Million purchasing power standards (PPS)","35.432",""
"2012","Ireland","Health","Million purchasing power standards (PPS) at 2005 prices","33.527",""
"2012","Ireland","Agriculture","Million euro","91.1",""
"2012","Ireland","Agriculture","Euro per inhabitant","19.9",""
"2012","Ireland","Agriculture","Million units of national currency","91.1",""
"2012","Ireland","Agriculture","Million purchasing power standards (PPS)","83.624",""
"2012","Ireland","Agriculture","Million purchasing power standards (PPS) at 2005 prices","79.127",""
"2012","Ireland","Education","Million euro","10.1",""
"2012","Ireland","Education","Euro per inhabitant","2.2",""
"2012","Ireland","Education","Million units of national currency","10.1",""
"2012","Ireland","Education","Million purchasing power standards (PPS)","9.271",""
"2012","Ireland","Education","Million purchasing power standards (PPS) at 2005 prices","8.773",""
"2012","Ireland","Culture, recreation, religion and mass media","Million euro","0",""
"2012","Ireland","Culture, recreation, religion and mass media","Euro per inhabitant","0",""
"2012","Ireland","Culture, recreation, religion and mass media","Million units of national currency","0",""
"2012","Ireland","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","0",""
"2012","Ireland","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","0",""
"2012","Ireland","Political and social systems, structures and processes","Million euro","6.6",""
"2012","Ireland","Political and social systems, structures and processes","Euro per inhabitant","1.4",""
"2012","Ireland","Political and social systems, structures and processes","Million units of national currency","6.6",""
"2012","Ireland","Political and social systems, structures and processes","Million purchasing power standards (PPS)","6.058",""
"2012","Ireland","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","5.733",""
"2012","Ireland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","169.5",""
"2012","Ireland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","37",""
"2012","Ireland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","169.5",""
"2012","Ireland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","155.59",""
"2012","Ireland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","147.224",""
"2012","Ireland","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","256.7",""
"2012","Ireland","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","56",""
"2012","Ireland","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","256.7",""
"2012","Ireland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","235.634",""
"2012","Ireland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","222.963",""
"2012","Ireland","Defence","Million euro","0",""
"2012","Ireland","Defence","Euro per inhabitant","0",""
"2012","Ireland","Defence","Million units of national currency","0",""
"2012","Ireland","Defence","Million purchasing power standards (PPS)","0",""
"2012","Ireland","Defence","Million purchasing power standards (PPS) at 2005 prices","0",""
"2012","Ireland","Total civil R&D appropriations","Million euro","752.4",""
"2012","Ireland","Total civil R&D appropriations","Euro per inhabitant","164.2",""
"2012","Ireland","Total civil R&D appropriations","Million units of national currency","752.4",""
"2012","Ireland","Total civil R&D appropriations","Million purchasing power standards (PPS)","690.655",""
"2012","Ireland","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","653.516",""
"2012","Ireland","Total R&D appropriations","Million euro","752.4",""
"2012","Ireland","Total R&D appropriations","Euro per inhabitant","164.2",""
"2012","Ireland","Total R&D appropriations","Million units of national currency","752.4",""
"2012","Ireland","Total R&D appropriations","Million purchasing power standards (PPS)","690.655",""
"2012","Ireland","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","653.516",""
"2012","Greece","Exploration and exploitation of the earth","Million euro","27.35",""
"2012","Greece","Exploration and exploitation of the earth","Euro per inhabitant","2.5",""
"2012","Greece","Exploration and exploitation of the earth","Million units of national currency","27.35",""
"2012","Greece","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","30.181",""
"2012","Greece","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","28.305",""
"2012","Greece","Environment","Million euro","9.94",""
"2012","Greece","Environment","Euro per inhabitant","0.9",""
"2012","Greece","Environment","Million units of national currency","9.94",""
"2012","Greece","Environment","Million purchasing power standards (PPS)","10.969",""
"2012","Greece","Environment","Million purchasing power standards (PPS) at 2005 prices","10.287",""
"2012","Greece","Exploration and exploitation of space","Million euro","14.8",""
"2012","Greece","Exploration and exploitation of space","Euro per inhabitant","1.3",""
"2012","Greece","Exploration and exploitation of space","Million units of national currency","14.8",""
"2012","Greece","Exploration and exploitation of space","Million purchasing power standards (PPS)","16.332",""
"2012","Greece","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","15.317",""
"2012","Greece","Transport, telecommunication and other infrastructures","Million euro","18.42",""
"2012","Greece","Transport, telecommunication and other infrastructures","Euro per inhabitant","1.7",""
"2012","Greece","Transport, telecommunication and other infrastructures","Million units of national currency","18.42",""
"2012","Greece","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","20.327",""
"2012","Greece","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","19.063",""
"2012","Greece","Energy","Million euro","29.36",""
"2012","Greece","Energy","Euro per inhabitant","2.6",""
"2012","Greece","Energy","Million units of national currency","29.36",""
"2012","Greece","Energy","Million purchasing power standards (PPS)","32.399",""
"2012","Greece","Energy","Million purchasing power standards (PPS) at 2005 prices","30.385",""
"2012","Greece","Industrial production and technology","Million euro","20.09",""
"2012","Greece","Industrial production and technology","Euro per inhabitant","1.8",""
"2012","Greece","Industrial production and technology","Million units of national currency","20.09",""
"2012","Greece","Industrial production and technology","Million purchasing power standards (PPS)","22.17",""
"2012","Greece","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","20.791",""
"2012","Greece","Health","Million euro","49.29",""
"2012","Greece","Health","Euro per inhabitant","4.4",""
"2012","Greece","Health","Million units of national currency","49.29",""
"2012","Greece","Health","Million purchasing power standards (PPS)","54.392",""
"2012","Greece","Health","Million purchasing power standards (PPS) at 2005 prices","51.01",""
"2012","Greece","Agriculture","Million euro","27.45",""
"2012","Greece","Agriculture","Euro per inhabitant","2.5",""
"2012","Greece","Agriculture","Million units of national currency","27.45",""
"2012","Greece","Agriculture","Million purchasing power standards (PPS)","30.291",""
"2012","Greece","Agriculture","Million purchasing power standards (PPS) at 2005 prices","28.408",""
"2012","Greece","Education","Million euro","5.79",""
"2012","Greece","Education","Euro per inhabitant","0.5",""
"2012","Greece","Education","Million units of national currency","5.79",""
"2012","Greece","Education","Million purchasing power standards (PPS)","6.389",""
"2012","Greece","Education","Million purchasing power standards (PPS) at 2005 prices","5.992",""
"2012","Greece","Culture, recreation, religion and mass media","Million euro","123.19",""
"2012","Greece","Culture, recreation, religion and mass media","Euro per inhabitant","11.1",""
"2012","Greece","Culture, recreation, religion and mass media","Million units of national currency","123.19",""
"2012","Greece","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","135.941",""
"2012","Greece","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","127.489",""
"2012","Greece","Political and social systems, structures and processes","Million euro","14.7",""
"2012","Greece","Political and social systems, structures and processes","Euro per inhabitant","1.3",""
"2012","Greece","Political and social systems, structures and processes","Million units of national currency","14.7",""
"2012","Greece","Political and social systems, structures and processes","Million purchasing power standards (PPS)","16.222",""
"2012","Greece","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","15.213",""
"2012","Greece","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","335.26",""
"2012","Greece","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","30.2",""
"2012","Greece","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","335.26",""
"2012","Greece","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","369.963",""
"2012","Greece","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","346.96",""
"2012","Greece","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","51.32",""
"2012","Greece","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","4.6",""
"2012","Greece","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","51.32",""
"2012","Greece","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","56.632",""
"2012","Greece","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","53.111",""
"2012","Greece","Defence","Million euro","4.98",""
"2012","Greece","Defence","Euro per inhabitant","0.4",""
"2012","Greece","Defence","Million units of national currency","4.98",""
"2012","Greece","Defence","Million purchasing power standards (PPS)","5.496",""
"2012","Greece","Defence","Million purchasing power standards (PPS) at 2005 prices","5.154",""
"2012","Greece","Total civil R&D appropriations","Million euro","726.96",""
"2012","Greece","Total civil R&D appropriations","Euro per inhabitant","65.6",""
"2012","Greece","Total civil R&D appropriations","Million units of national currency","726.96",""
"2012","Greece","Total civil R&D appropriations","Million purchasing power standards (PPS)","802.207",""
"2012","Greece","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","752.33",""
"2012","Greece","Total R&D appropriations","Million euro","731.94",""
"2012","Greece","Total R&D appropriations","Euro per inhabitant","66",""
"2012","Greece","Total R&D appropriations","Million units of national currency","731.94",""
"2012","Greece","Total R&D appropriations","Million purchasing power standards (PPS)","807.703",""
"2012","Greece","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","757.484",""
"2012","Spain","Exploration and exploitation of the earth","Million euro","104.346",""
"2012","Spain","Exploration and exploitation of the earth","Euro per inhabitant","2.2",""
"2012","Spain","Exploration and exploitation of the earth","Million units of national currency","104.346",""
"2012","Spain","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","113.432",""
"2012","Spain","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","104.466",""
"2012","Spain","Environment","Million euro","233.488",""
"2012","Spain","Environment","Euro per inhabitant","5",""
"2012","Spain","Environment","Million units of national currency","233.488",""
"2012","Spain","Environment","Million purchasing power standards (PPS)","253.819",""
"2012","Spain","Environment","Million purchasing power standards (PPS) at 2005 prices","233.757",""
"2012","Spain","Exploration and exploitation of space","Million euro","247.432",""
"2012","Spain","Exploration and exploitation of space","Euro per inhabitant","5.3",""
"2012","Spain","Exploration and exploitation of space","Million units of national currency","247.432",""
"2012","Spain","Exploration and exploitation of space","Million purchasing power standards (PPS)","268.977",""
"2012","Spain","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","247.717",""
"2012","Spain","Transport, telecommunication and other infrastructures","Million euro","209.434",""
"2012","Spain","Transport, telecommunication and other infrastructures","Euro per inhabitant","4.5",""
"2012","Spain","Transport, telecommunication and other infrastructures","Million units of national currency","209.434",""
"2012","Spain","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","227.67",""
"2012","Spain","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","209.675",""
"2012","Spain","Energy","Million euro","147.82",""
"2012","Spain","Energy","Euro per inhabitant","3.2",""
"2012","Spain","Energy","Million units of national currency","147.82",""
"2012","Spain","Energy","Million purchasing power standards (PPS)","160.692",""
"2012","Spain","Energy","Million purchasing power standards (PPS) at 2005 prices","147.99",""
"2012","Spain","Industrial production and technology","Million euro","456.132",""
"2012","Spain","Industrial production and technology","Euro per inhabitant","9.7",""
"2012","Spain","Industrial production and technology","Million units of national currency","456.132",""
"2012","Spain","Industrial production and technology","Million purchasing power standards (PPS)","495.85",""
"2012","Spain","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","456.658",""
"2012","Spain","Health","Million euro","655.18",""
"2012","Spain","Health","Euro per inhabitant","14",""
"2012","Spain","Health","Million units of national currency","655.18",""
"2012","Spain","Health","Million purchasing power standards (PPS)","712.229",""
"2012","Spain","Health","Million purchasing power standards (PPS) at 2005 prices","655.934",""
"2012","Spain","Agriculture","Million euro","388.166",""
"2012","Spain","Agriculture","Euro per inhabitant","8.3",""
"2012","Spain","Agriculture","Million units of national currency","388.166",""
"2012","Spain","Agriculture","Million purchasing power standards (PPS)","421.965",""
"2012","Spain","Agriculture","Million purchasing power standards (PPS) at 2005 prices","388.613",""
"2012","Spain","Education","Million euro","60.478",""
"2012","Spain","Education","Euro per inhabitant","1.3",""
"2012","Spain","Education","Million units of national currency","60.478",""
"2012","Spain","Education","Million purchasing power standards (PPS)","65.744",""
"2012","Spain","Education","Million purchasing power standards (PPS) at 2005 prices","60.548",""
"2012","Spain","Culture, recreation, religion and mass media","Million euro","32.139",""
"2012","Spain","Culture, recreation, religion and mass media","Euro per inhabitant","0.7",""
"2012","Spain","Culture, recreation, religion and mass media","Million units of national currency","32.139",""
"2012","Spain","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","34.937",""
"2012","Spain","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","32.176",""
"2012","Spain","Political and social systems, structures and processes","Million euro","66.969",""
"2012","Spain","Political and social systems, structures and processes","Euro per inhabitant","1.4",""
"2012","Spain","Political and social systems, structures and processes","Million units of national currency","66.969",""
"2012","Spain","Political and social systems, structures and processes","Million purchasing power standards (PPS)","72.8",""
"2012","Spain","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","67.046",""
"2012","Spain","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","1 880.022",""
"2012","Spain","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","40.2",""
"2012","Spain","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","1 880.022",""
"2012","Spain","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","2 043.724",""
"2012","Spain","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","1 882.187",""
"2012","Spain","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","1 596.418",""
"2012","Spain","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","34.1",""
"2012","Spain","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","1 596.418",""
"2012","Spain","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","1 735.426",""
"2012","Spain","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","1 598.257",""
"2012","Spain","Defence","Million euro","107.155",""
"2012","Spain","Defence","Euro per inhabitant","2.3",""
"2012","Spain","Defence","Million units of national currency","107.155",""
"2012","Spain","Defence","Million purchasing power standards (PPS)","116.486",""
"2012","Spain","Defence","Million purchasing power standards (PPS) at 2005 prices","107.279",""
"2012","Spain","Total civil R&D appropriations","Million euro","6 078.023",""
"2012","Spain","Total civil R&D appropriations","Euro per inhabitant","129.8",""
"2012","Spain","Total civil R&D appropriations","Million units of national currency","6 078.023",""
"2012","Spain","Total civil R&D appropriations","Million purchasing power standards (PPS)","6 607.265",""
"2012","Spain","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","6 085.023",""
"2012","Spain","Total R&D appropriations","Million euro","6 185.179",""
"2012","Spain","Total R&D appropriations","Euro per inhabitant","132.1",""
"2012","Spain","Total R&D appropriations","Million units of national currency","6 185.179",""
"2012","Spain","Total R&D appropriations","Million purchasing power standards (PPS)","6 723.751",""
"2012","Spain","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","6 192.302",""
"2012","France","Exploration and exploitation of the earth","Million euro","132.524","d"
"2012","France","Exploration and exploitation of the earth","Euro per inhabitant","2","d"
"2012","France","Exploration and exploitation of the earth","Million units of national currency","132.524","d"
"2012","France","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","118.59","d"
"2012","France","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","110.872","d"
"2012","France","Environment","Million euro","268.602","d"
"2012","France","Environment","Euro per inhabitant","4.1","d"
"2012","France","Environment","Million units of national currency","268.602","d"
"2012","France","Environment","Million purchasing power standards (PPS)","240.36","d"
"2012","France","Environment","Million purchasing power standards (PPS) at 2005 prices","224.717","d"
"2012","France","Exploration and exploitation of space","Million euro","1 444.849","d"
"2012","France","Exploration and exploitation of space","Euro per inhabitant","22.1","d"
"2012","France","Exploration and exploitation of space","Million units of national currency","1 444.849","d"
"2012","France","Exploration and exploitation of space","Million purchasing power standards (PPS)","1 292.93","d"
"2012","France","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","1 208.785","d"
"2012","France","Transport, telecommunication and other infrastructures","Million euro","1 016.23","d"
"2012","France","Transport, telecommunication and other infrastructures","Euro per inhabitant","15.6","d"
"2012","France","Transport, telecommunication and other infrastructures","Million units of national currency","1 016.23","d"
"2012","France","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","909.378","d"
"2012","France","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","850.195","d"
"2012","France","Energy","Million euro","941.273","d"
"2012","France","Energy","Euro per inhabitant","14.4","d"
"2012","France","Energy","Million units of national currency","941.273","d"
"2012","France","Energy","Million purchasing power standards (PPS)","842.303","d"
"2012","France","Energy","Million purchasing power standards (PPS) at 2005 prices","787.485","d"
"2012","France","Industrial production and technology","Million euro","279.892","d"
"2012","France","Industrial production and technology","Euro per inhabitant","4.3","d"
"2012","France","Industrial production and technology","Million units of national currency","279.892","d"
"2012","France","Industrial production and technology","Million purchasing power standards (PPS)","250.463","d"
"2012","France","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","234.162","d"
"2012","France","Health","Million euro","1 125.19","d"
"2012","France","Health","Euro per inhabitant","17.2","d"
"2012","France","Health","Million units of national currency","1 125.19","d"
"2012","France","Health","Million purchasing power standards (PPS)","1 006.881","d"
"2012","France","Health","Million purchasing power standards (PPS) at 2005 prices","941.352","d"
"2012","France","Agriculture","Million euro","287.691","d"
"2012","France","Agriculture","Euro per inhabitant","4.4","d"
"2012","France","Agriculture","Million units of national currency","287.691","d"
"2012","France","Agriculture","Million purchasing power standards (PPS)","257.442","d"
"2012","France","Agriculture","Million purchasing power standards (PPS) at 2005 prices","240.687","d"
"2012","France","Education","Million euro",":","d"
"2012","France","Education","Euro per inhabitant",":","d"
"2012","France","Education","Million units of national currency",":","d"
"2012","France","Education","Million purchasing power standards (PPS)",":","d"
"2012","France","Education","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2012","France","Culture, recreation, religion and mass media","Million euro",":","d"
"2012","France","Culture, recreation, religion and mass media","Euro per inhabitant",":","d"
"2012","France","Culture, recreation, religion and mass media","Million units of national currency",":","d"
"2012","France","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)",":","d"
"2012","France","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2012","France","Political and social systems, structures and processes","Million euro","874.663","d"
"2012","France","Political and social systems, structures and processes","Euro per inhabitant","13.4","d"
"2012","France","Political and social systems, structures and processes","Million units of national currency","874.663","d"
"2012","France","Political and social systems, structures and processes","Million purchasing power standards (PPS)","782.696","d"
"2012","France","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","731.758","d"
"2012","France","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","3 744.264","d"
"2012","France","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","57.4","d"
"2012","France","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","3 744.264","d"
"2012","France","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","3 350.572","d"
"2012","France","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","3 132.513","d"
"2012","France","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","2 695.039","d"
"2012","France","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","41.3","d"
"2012","France","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","2 695.039","d"
"2012","France","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","2 411.668","d"
"2012","France","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","2 254.714","d"
"2012","France","Defence","Million euro","1 077.893","d"
"2012","France","Defence","Euro per inhabitant","16.5","d"
"2012","France","Defence","Million units of national currency","1 077.893","d"
"2012","France","Defence","Million purchasing power standards (PPS)","964.557","d"
"2012","France","Defence","Million purchasing power standards (PPS) at 2005 prices","901.783","d"
"2012","France","Total civil R&D appropriations","Million euro","14 056.972","d"
"2012","France","Total civil R&D appropriations","Euro per inhabitant","215.3","d"
"2012","France","Total civil R&D appropriations","Million units of national currency","14 056.972","d"
"2012","France","Total civil R&D appropriations","Million purchasing power standards (PPS)","12 578.946","d"
"2012","France","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","11 760.295","d"
"2012","France","Total R&D appropriations","Million euro","15 134.865",""
"2012","France","Total R&D appropriations","Euro per inhabitant","231.9",""
"2012","France","Total R&D appropriations","Million units of national currency","15 134.865",""
"2012","France","Total R&D appropriations","Million purchasing power standards (PPS)","13 543.503",""
"2012","France","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","12 662.078",""
"2012","Croatia","Exploration and exploitation of the earth","Million euro","0.73",""
"2012","Croatia","Exploration and exploitation of the earth","Euro per inhabitant","0.2",""
"2012","Croatia","Exploration and exploitation of the earth","Million units of national currency","5.494",""
"2012","Croatia","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","1.133",""
"2012","Croatia","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","0.931",""
"2012","Croatia","Environment","Million euro","1.692",""
"2012","Croatia","Environment","Euro per inhabitant","0.4",""
"2012","Croatia","Environment","Million units of national currency","12.727",""
"2012","Croatia","Environment","Million purchasing power standards (PPS)","2.624",""
"2012","Croatia","Environment","Million purchasing power standards (PPS) at 2005 prices","2.157",""
"2012","Croatia","Exploration and exploitation of space","Million euro","1.357",""
"2012","Croatia","Exploration and exploitation of space","Euro per inhabitant","0.3",""
"2012","Croatia","Exploration and exploitation of space","Million units of national currency","10.209",""
"2012","Croatia","Exploration and exploitation of space","Million purchasing power standards (PPS)","2.105",""
"2012","Croatia","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","1.73",""
"2012","Croatia","Transport, telecommunication and other infrastructures","Million euro","1.507",""
"2012","Croatia","Transport, telecommunication and other infrastructures","Euro per inhabitant","0.4",""
"2012","Croatia","Transport, telecommunication and other infrastructures","Million units of national currency","11.335",""
"2012","Croatia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","2.337",""
"2012","Croatia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","1.921",""
"2012","Croatia","Energy","Million euro","0.379",""
"2012","Croatia","Energy","Euro per inhabitant","0.1",""
"2012","Croatia","Energy","Million units of national currency","2.851",""
"2012","Croatia","Energy","Million purchasing power standards (PPS)","0.588",""
"2012","Croatia","Energy","Million purchasing power standards (PPS) at 2005 prices","0.483",""
"2012","Croatia","Industrial production and technology","Million euro","1.972",""
"2012","Croatia","Industrial production and technology","Euro per inhabitant","0.5",""
"2012","Croatia","Industrial production and technology","Million units of national currency","14.832",""
"2012","Croatia","Industrial production and technology","Million purchasing power standards (PPS)","3.058",""
"2012","Croatia","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","2.514",""
"2012","Croatia","Health","Million euro","2.992",""
"2012","Croatia","Health","Euro per inhabitant","0.7",""
"2012","Croatia","Health","Million units of national currency","22.503",""
"2012","Croatia","Health","Million purchasing power standards (PPS)","4.64",""
"2012","Croatia","Health","Million purchasing power standards (PPS) at 2005 prices","3.814",""
"2012","Croatia","Agriculture","Million euro","2.323",""
"2012","Croatia","Agriculture","Euro per inhabitant","0.5",""
"2012","Croatia","Agriculture","Million units of national currency","17.476",""
"2012","Croatia","Agriculture","Million purchasing power standards (PPS)","3.603",""
"2012","Croatia","Agriculture","Million purchasing power standards (PPS) at 2005 prices","2.962",""
"2012","Croatia","Education","Million euro","0.248",""
"2012","Croatia","Education","Euro per inhabitant","0.1",""
"2012","Croatia","Education","Million units of national currency","1.865",""
"2012","Croatia","Education","Million purchasing power standards (PPS)","0.385",""
"2012","Croatia","Education","Million purchasing power standards (PPS) at 2005 prices","0.316",""
"2012","Croatia","Culture, recreation, religion and mass media","Million euro","2.17",""
"2012","Croatia","Culture, recreation, religion and mass media","Euro per inhabitant","0.5",""
"2012","Croatia","Culture, recreation, religion and mass media","Million units of national currency","16.318",""
"2012","Croatia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","3.365",""
"2012","Croatia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","2.765",""
"2012","Croatia","Political and social systems, structures and processes","Million euro","2.195",""
"2012","Croatia","Political and social systems, structures and processes","Euro per inhabitant","0.5",""
"2012","Croatia","Political and social systems, structures and processes","Million units of national currency","16.512",""
